,成交量(張),外資買賣進(張),投信買賣超,自營商買賣超,成交筆數,淨值(元),加權指數,加權指數成交量,0050聲量,nasdaQ Close,nasdaQ Volume,SP 500 Close,SP 500 Volume,大戶散戶比例
0,0.3847380060463521,0.29789659539648244,-0.3142839758211362,0.8492203313084817,0.6788862648474916,-0.3310265987700604,-0.35426111514944164,0.3846400721291781,-0.4475313816180119,0.19157331147431592,-0.16422762669420354,0.07346929559878632,-0.24367672620181377,-0.17125932243920175
1,-0.9045733284119606,0.7802229734099538,-0.01819538874677406,-0.2668906209394828,-0.7920229646599883,0.5204542119801759,0.10790716031625898,-0.7375007973223228,0.38238651801799817,-0.32560672605103336,0.144677957307428,-0.3283606736403226,0.6127262972452345,0.248917601030031
2,-0.8803482750195138,0.9010159403397984,-0.7860491282616893,0.750824344878673,-0.9083716594707889,0.3990469395759286,0.5173411712769371,-0.07695345985254373,-0.19966009174602695,0.20303643405024216,-0.8053341833013509,0.08732299136572029,-0.48777680274387014,0.22077398540431023
3,-0.16757848453018545,0.8271882192978773,-0.3674109356961274,0.8084157391119234,-0.7570129280039986,0.7111416663304153,0.6905302170258588,-0.03117646040741388,0.6928223344177112,0.7327743344045068,0.8572712981695747,0.7493559673703362,0.7789940011206234,0.8245664257506172
4,0.9781438923577669,0.9377815672514779,0.46034783501252274,-0.8326157488913465,0.8028936990308114,-0.4345302147109738,-0.16362965715034497,0.9404217787254584,-0.7718162213639795,-0.6582303098625925,-0.3444254598420106,-0.4700282542295725,-0.2686915162725625,0.643835169163902
5,0.4884327904977845,0.19804014016157506,0.303309864109378,0.5887059325286719,0.9039032847941948,-0.4407576715265943,-0.4944063969878151,-0.007249764556568012,0.6320785125467012,-0.7486114744238924,-0.16194935808470598,-0.7482412546371939,-0.43400262651954735,-0.3410869439978185
6,0.9421446460945329,0.9494822471067236,0.03725425759791746,-0.8649203252515956,0.6748369579606402,0.7234806199839007,0.664510832440243,0.7743557025746355,0.45837965936762853,-0.6888246715920319,0.07188163384311165,-0.7738435982457887,0.15867298506299687,0.3397988372867649
7,0.5674156867630864,0.2399087700394343,,0.6749288427954007,0.18323490975694046,0.24641256331304134,-0.4151013527919721,-0.3310971237857458,0.6422061940628776,0.7838353345549852,-0.7011496262701039,0.03675893624751584,-0.408307708516802,0.43974379093824245
8,0.7866459551644361,0.7343845983488554,,-0.316272104224896,-0.6244528621618801,0.6016931909954761,0.7097627077761522,-0.6979284271938181,0.4081608336749893,0.23050575018575048,-0.7853062852459874,0.26395879677511036,-0.002633704076049652,0.8473166367445882
9,0.9655930713468297,0.9432513951474492,-0.31481035550820874,-0.9023965539284047,0.8536134387133942,0.4326252343752641,0.5043592259162618,0.3148395632597447,0.01075234398877839,0.05410541700977712,0.5873394486087387,0.18374809025788194,0.43712066461753546,0.963265911891132
10,0.6460437638406304,0.8674691081962883,0.8074480104139846,-0.721371669747532,0.17971425739065414,0.8053129595609454,0.8306105045989282,-0.580893660004515,0.48193082150374295,0.025313367949926203,0.24505198213250481,-0.037235447055819625,-0.3951194780219668,0.8569708975928633
11,0.9986612217379569,0.9989819473475532,,-0.9889587813349082,0.997447721424023,-0.9719370405504447,-0.9237609156971586,0.7446277243088685,-0.9323558194855567,0.6579002550574174,0.9582713839978911,0.5282566941540402,-0.5404357545413411,0.6968668171060788
